file_path,file_size,file_extension,created_time,modified_time,accessed_time,md5_hash,sha1_hash,sha256_hash,potential_iocs
C:\Users\rbett\Documents\Other\Website - Bettsy DFIR\Test Files\malware.txt,0,.txt,2024-05-07T19:15:39.422937,2024-05-07T19:15:39.422937,2024-05-07T19:15:39.422937,d41d8cd98f00b204e9800998ecf8427e,da39a3ee5e6b4b0d3255bfef95601890afd80709,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,
